KEY,LABEL_EN,LABEL_FR,LABEL_NL
REDUCTION_ACTION_TYPE_REDUCING_GES_DESC,"EN_Une <b>action de réduction</b> est une action qui vise à diminuer votre impact CO2. <br>Il peut s'agir d'utiliser (ou d'installer) des énergies renouvelables plutôt que fossiles, de réduire les consommations ou les distances parcourues, de consommer de manière plus efficiente…","Une <b>action de réduction</b> est une action qui vise à diminuer votre impact CO2. <br>Il peut s'agir d'utiliser (ou d'installer) des énergies renouvelables plutôt que fossiles, de réduire les consommations ou les distances parcourues, de consommer de manière plus efficiente…","NL_Une <b>action de réduction</b> est une action qui vise à diminuer votre impact CO2. <br>Il peut s'agir d'utiliser (ou d'installer) des énergies renouvelables plutôt que fossiles, de réduire les consommations ou les distances parcourues, de consommer de manière plus efficiente…"
REDUCTION_ACTION_TYPE_BETTER_MEASURE,Better Measure,Meilleure mesure,NL_Better Measure
REDUCTION_ACTION_TYPE_BETTER_MEASURE_DESC,"EN_Une <b>meilleure mesure</b> signifie que vous affinez les données que vous rentrez dans le calculateur, et améliorez ainsi la précision de votre résultat. <br>Cela peut être fait de diverses manières: si le système vous propose des alternatives, en utilisant la meilleure proposée, mais également en mesurant plus systématiquement vos consommations annuelles des chaudières et véhicules…","Une <b>meilleure mesure</b> signifie que vous affinez les données que vous rentrez dans le calculateur, et améliorez ainsi la précision de votre résultat. <br>Cela peut être fait de diverses manières: si le système vous propose des alternatives, en utilisant la meilleure proposée, mais également en mesurant plus systématiquement vos consommations annuelles des chaudières et véhicules…","NL_Une <b>meilleure mesure</b> signifie que vous affinez les données que vous rentrez dans le calculateur, et améliorez ainsi la précision de votre résultat. <br>Cela peut être fait de diverses manières: si le système vous propose des alternatives, en utilisant la meilleure proposée, mais également en mesurant plus systématiquement vos consommations annuelles des chaudières et véhicules…"
REDUCTION_ACTION_STATUS_FIELD_TITLE,Status,Statut,NL_Status
REDUCTION_ACTION_COMPLETION_DATE_FIELD_TITLE,Completion Date,Date de réalisation,NL_Completion Date
REDUCTION_ACTION_PHYSICAL_MEASURE_FIELD_TITLE,Description,Description,NL_Descriptio
REDUCTION_ACTION_PHYSICAL_MEASURE_FIELD_PLACEHOLDER,"EN_Description des actions à réaliser, des méthodes alternatives…","Description des actions à réaliser, des méthodes alternatives…","NL_Description des actions à réaliser, des méthodes alternatives…"
REDUCTION_ACTION_PHYSICAL_MEASURE_WRONG_LENGTH,EN_La longueur de ce champ doit être comprise entre 1 et 255 caractères,La longueur de ce champ doit être comprise entre 1 et 255 caractères,NL_La longueur de ce champ doit être comprise entre 1 et 255 caractères
REDUCTION_ACTION_GHG_BENEFIT_FIELD_TITLE,GHG Benefit,Gain CO2,NL_Gain CO2
REDUCTION_ACTION_GHG_BENEFIT_FIELD_PLACEHOLDER,GHG Benefit,Gain attendu en réduction d'émission de GES,NL_Gain attendu en réduction d'émission de GES
REDUCTION_ACTION_GHG_BENEFIT_UNIT_FIELD_TITLE,GHG Benefit Unit,Unité du gain CO2,NL_GHG Benefit Unit
REDUCTION_ACTION_FINANCIAL_BENEFIT_FIELD_TITLE,Financial Benefit,Gain financier,NL_Gain financier
REDUCTION_ACTION_FINANCIAL_BENEFIT_FIELD_PLACEHOLDER,Financial Benefit,Gain financier attendu,NL_Gain financier attendu
REDUCTION_ACTION_INVESTMENT_FIELD_TITLE,Investment Cost,Investissement,NL_Investissement
REDUCTION_ACTION_INVESTMENT_FIELD_PLACEHOLDER,Investment Cost,Investissement,NL_Investissement
REDUCTION_ACTION_EXPECTED_PAYBACK_TIME_FIELD_TITLE,Expected Paypack Time,Temps de retour escompté,NL_Temps de retour escompté
REDUCTION_ACTION_EXPECTED_PAYBACK_TIME_FIELD_PLACEHOLDER,Expected Paypack Time,"Temps de retour escompté (en mois, années…)",NL_Temps de retour escompté
REDUCTION_ACTION_DUE_DATE_FIELD_TITLE,Due Date,Échéance de l’action,NL_Échéance de l’action
REDUCTION_ACTION_DUE_DATE_FIELD_PLACEHOLDER,Due Date,Échéance de l’action,NL_Échéance de l’action
REDUCTION_ACTION_RESPONSIBLE_PERSON_FIELD_TITLE,Responsible person,Personne responsable,NL_Personne responsable
REDUCTION_ACTION_RESPONSIBLE_PERSON_FIELD_PLACEHOLDER,Responsible person,Personne responsable,NL_Personne responsable
REDUCTION_ACTION_COMMENT_FIELD_TITLE,Comment,Notes,NL_Notes
REDUCTION_ACTION_COMMENT_FIELD_PLACEHOLDER,Comment,Notes,NL_Notes
REDUCTION_ACTION_INVALID_DUE_DATE,EN_La date d'échéance doit être supérieure à la date actuelle,La date d'échéance doit être supérieure à la date actuelle,NL_La date d'échéance doit être supérieure à la date actuelle
REDUCTION_ACTION_WEBSITE_FIELD_TITLE,Website,Site web,Website
REDUCTION_ACTION_WEBSITE_FIELD_PLACEHOLDER,EN_Site web offrant des infos utiles sur cette action,Site web offrant des infos utiles sur cette action,NL_Site web offrant des infos utiles sur cette action
REDUCTION_ACTION_ATTACHMENTS_FIELD_TITLE,Attachments,Documents attachés,NL_Attachments
REDUCTION_ACTION_UPLOAD_IN_TREATMENT,In treatment,Traitement en cours...,NL_Traitement en cours…
TEXT_FIELD_MAX_255_CHARACTERS,EN_La longueur de ce champ ne peut être supérieure à 255 caractères,La longueur de ce champ ne peut être supérieure à 255 caractères,NL_La longueur de ce champ ne peut être supérieure à 255 caractères
TEXT_FIELD_MAX_1000_CHARACTERS,EN_La longueur de ce champ ne peut être supérieure à 1000 caractères,La longueur de ce champ ne peut être supérieure à 1000 caractères,NL_La longueur de ce champ ne peut être supérieure à 1000 caractères
REDUCTION_ACTION_TABLE_DETAILS,Details,Détails,NL_Details
REDUCTION_ACTION_TABLE_ACTIONS,Actions,Actions,NL_Actions
REDUCTION_ACTION_TABLE_TYPE,Type,Type,NL_Type
REDUCTION_ACTION_TABLE_SCOPE,Scope,Périmètre,NL_Scope
REDUCTION_ACTION_TABLE_COMPLETION,Completion,Réalisation,NL_Completion
REDUCING_ACTION_BUTTON_CREATE,Create new action,Ajouter une action,NL_Create new action
REDUCING_ACTION_BUTTON_EDIT,Edit Action,Éditer l'action,NL_Edit Action
REDUCING_ACTION_BUTTON_MARK_AS_DONE,Mark action as done,Marquer l'action comme réalisée,NL_Mark action as done
REDUCING_ACTION_BUTTON_DELETE,Delete Action,Supprimer l'action,NL_Delete Action
REDUCING_ACTION_DELETE_CONFIRMATION_TITLE,Confirmation,Confirmation,NL_Confirmation
REDUCING_ACTION_DELETE_CONFIRMATION_MESSAGE,Do you confirm the suppression of this action?,Êtes-vous certain de vouloir supprimer cette action ?,NL_Do you confirm the suppression of this action?
REDUCING_ACTION_BUTTON_EXPORT_TO_XLS,Export to XLS,Exporter au format XLS,NL_Export to XLS
ASK_VERIFICATION,Ask verification,Demander une vérification,
REQUEST_SEND,Send request,Envoyer la requête,
MY_PHONE_NUMBER,My phone number,Mon téléphone,
REQUEST_VERIFICATION_EMAIL_VERIFIER,Email of the verifier,Adresse e-mail du vérifieur,
ORGANIZATION,Organization,Organisation,
SITE_PRODUCT,Site / product,Site / produit,
CONTACT,Contact,Contact,
COMMENT,Comment,Commentaire,
STATUS,Status,Statut,
CALCULATOR_TYPE,Calculator type,Type de calculateur,
VERIFICATION_STATUS_WAIT_VERIFIER_REGISTRATION,VERIFICATION_STATUS_WAIT_VERIFIER_REGISTRATION_EN,En attente d'un vérificateur,
VERIFICATION_STATUS_WAIT_CUSTOMER_CONFIRMATION,VERIFICATION_STATUS_WAIT_CUSTOMER_CONFIRMATION_EN,En attente confirmation demandeur,
VERIFICATION_STATUS_WAIT_VERIFIER_CONFIRMATION,VERIFICATION_STATUS_WAIT_VERIFIER_CONFIRMATION_EN,En attente acceptation vérificateur,
VERIFICATION_STATUS_WAIT_ASSIGNATION,VERIFICATION_STATUS_WAIT_ASSIGNATION_EN,En attente assignation,
VERIFICATION_STATUS_VERIFICATION,VERIFICATION_STATUS_VERIFICATION_EN,En cours de vérification,
VERIFICATION_STATUS_CORRECTION,VERIFICATION_STATUS_CORRECTION_EN,Corrections nécessaires,
VERIFICATION_STATUS_VERIFIED,VERIFICATION_STATUS_VERIFIED_EN,Vérifié,
VERIFICATION_REQUEST_ACCEPT,Accept request,Accepter la requête,
VERIFICATION_REQUEST_REJECT,Reject request,Rejeter la requête,
VERIFICATION_REQUEST_ASSIGN,Assign verification to ...,Assigner la vérification à ....,
VERIFICATION_STATUS_WAIT_VERIFICATION_CONFIRMATION,VERIFICATION_STATUS_WAIT_VERIFICATION_CONFIRMATION_EN,En attente de retour au demandeur,
VERIFICATION_ASSIGNED_USERS,Assigned validators,Utilisateurs assignés,
ADD_REQUEST_WITH_KEY,Add request with key,Clé à ajouter: ,
ADD_REQUEST_WITH_KEY_DESC,Add request with key DESC,Fournissez ici la clé de validation reçue du demandeur pour pouvoir ensuite accepter ou refuser sa demande.,
VERIFIED_BY,Verified by {0},Vérifié par {0},
EVENT,Factor,Facteur,
ORGANIZATION_EVENT,Organization factors,Facteurs de l'organisation,
CONSULT_ORGANIZATION_EVENT,Consult organization factors,Consulter les facteurs de l'organisation,
FINALIZE_VERIFICATION_BUTTON,Finalize verification,Finaliser la vérification,
FINALIZATION_VALID_DESC,FINALIZATION_VALID_DESC_EN,"Pour finaliser cette vérification de manière positive, merci de fournir le rapport de vérification et de conclure.",FINALIZATION_VALID_DESC_EN
FINALIZATION_UNVALID_DESC,FINALIZATION_UNVALID_DESC_EN,"Pour finaliser cette étape de vérification qui nécessite de correction, merci de fournir un commentaire global et de conclure.",FINALIZATION_UNVALID_DESC_EN
VERIFICATION_REPORT,Verification repport,Rapport de vérification,Verification repport
CANCEL_VERIFICATION_DESC,CANCEL_VERIFICATION_DESC_EN,"En cas d'annulation d'une demande de vérification, tout travail de vérification qui aurait démarré est irrémédiablement perdu. Merci de confirmer que c'est bien ce qui est désiré.",CANCEL_VERIFICATION_DESC_EN
VERIFICATION_RESUBMIT_DESC,VERIFICATION_RESUBMIT_DESC_EN,Merci de confirmer que vous souhaitez re-soumettre des données corrigées pour poursuivre la vérification en cours.,VERIFICATION_RESUBMIT_DESC_EN
CANCEL_VERIFICATION_TITLE,CANCEL_VERIFICATION_TITLE_EN,Annulation de la vérification,CANCEL_VERIFICATION_TITLE_EN
VERIFICATION_RESUBMIT_TITLE,VERIFICATION_RESUBMIT_TITLE_EN,Soumission de corrections à la vérification,VERIFICATION_RESUBMIT_TITLE_EN
VERIFICATION_REGISTRATION,VERIFICATION_REGISTRATION,Création d'un compte vérificateur,VERIFICATION_REGISTRATION
Confirm valider,Confirm the verifier,Confirmer le vérificateur,Confirm the verifier
SURVEY_INTERFACE_VERIFICATION_CONFIRM_VERIFIER,Confirm the verifier,Confirmer le vérificateur,Confirm the verifier
VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_TITLE,VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_TITLE,Confirmation de la demande de vérification,VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_TITLE
VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_DESC,VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_DESC_EN {0},Confirmez-vous que vous souhaitez donner accès à {0} pour vérifier vos données?,VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_DESC_EN {0}
VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_ACCEPT,Accept,Accepter,Accept
VERIFICATION_CUSTOMER_CONFIRMATION_WINDOW_REJECT,Reject,Rejeter,Reject
VERIFICATION_CANCEL_BUTTON,Cancel the verification,Annuler la vérification,Cancel the verification
VERIFICATION_RE_SUBMIT_BUTTON,Re-submit for verification,Ressoumettre pour vérification,Re-submit for verification
SURVEY_INTERFACE_VERIFICATION_CONSULT,Consult the verification,Consulter la vérification,Consult the verification
VALID_REQUEST,Validated request,Valider la requête,Validated request
DOWNLOAD_VERIFICATION_REPORT,Download the verification report,Télécharger le rapport de vérification,Download the verification report
VERIFICATION_FINALIZATION_CONSULT_COMMENT,Consult the comment,Consulter le commentaire,Consult the comment
FINALIZED,Finalized ?,Finalisé ?,Finalized ?
USER_MANAGER_MAIN_VERIFIER,Main verifier,Vérificateur principal,Main verifier
VERIFICATION_SURVEY_MANAGE,Manage,Gérer,Manage
VERIFICATION_SURVEY_VERIF,Verif,Vérification,Verif
VERIFICATION_SURVEY_SUBMIT,Submit,Soumettre,Submit
VERIFICATION_SURVEY_ARCHIVE,Archive,Archive,Archive
ANONYMOUS_PROFILE_DESC,Please provide your new identification data. When saving the information you will be disconnect from system. Afterwards you will be redirected to the login page and you need to connect to the system using your new identifier and password.,Veuillez saisir vos informations pour passer d'un compte anonyme vers un compte personnel. Lors de la sauvegarde vous serez déconnecté du système et la page de connexion apparaîtra. Vous devrez alors renseigner le nouvel identifiant du compte ainsi que le nouveau mot de passe.,NL_ANONYMOUS_PROFILE_DESC
LOGIN_ANONYMOUS_BUTTON,Anonymous connection,Connexion anonyme,NL_LOGIN_ANONYMOUS_BUTTON
INTRO_UPSTREAM_DISTRIBUTION,EN_INTRO_UPSTREAM_DISTRIBUTION,"Il est comptabilisé ici toutes les consommations d'énergie et de froid nécessaires à l'acheminement (hors transport véhicule) et au stockage des biens achetés, y compris par exemple le transport en pipeline. ",NL_INTRO_UPSTREAM_DISTRIBUTION
SAVE_BEFORE_LOCK_OR_VALID,Please save the form before validating a set of answers,Merci de sauvegarder le formulaire avant de valider un ensemble de réponses,
ONLY_INTEGER,Only integer number,Seuls des nombres entiers sont autorisés,ONLY_INTEGER
ONLY_NUMBER,Only numbers are accepted here,Seuls des nombres sont autorisés,ONLY_NUMBER
ADMIN_SURVEY_DRIVER,Driver,Driver,
TITLE_ADMIN,Administration,Administration,
VALUE,Value,Valeur,
EXPLAIN_A1,. ,.,
EXPLAIN_A13,. ,Cette catégorie comptabilise des émissions issues des sources stationnaires (sur site) consommant des combustibles fossiles ou d'origine biogénique.,
EXPLAIN_A20,. ,Cette catégorie comptabilise les émissions issues de la consommation de combustibles fossiles ou d'origine biogénique pour générer l’électricité ou la chaleur/vapeur hors site,
EXPLAIN_A6000,. ,Ne concerne que les eaux industrielles rejetées en milieux stagnants,
EXPLAIN_A31,. ,. ,
EXPLAIN_A37,. ,Cette catégorie comptabilise les émissions issues de la fuite d'agents chimiques réfrigérant des équipements de réfrigération et de conditionnement d’air ou climatisation. Ces fuites d'agents refrigérant ont un très grand impact sur le réchauffement global de la planète.,
EXPLAIN_A50,. ,Cette catégorie comptabilise les émissions générées par la consommation de carburants de transport dans le cadre de la mobilité du personnel de l'entreprise ou de ses visiteurs,
EXPLAIN_A52,. ,Les véhicules électriques ne sont pas repris dans la consommation de carburant mais doivent être inclus dans les consommations électriques des sites où la recharge des batteries est régulièrement effectuée.,
EXPLAIN_A93,. ,"Le kilomètre.passager, en abrégé, km.passagers, correspond à un déplacement d’un passager sur une distance d’un kilomètre. Son calcul correspond au produit du nombre total de passager par la distance totale parcourue.
Le véhicule.kilomètre, en abrégé, véhicules.km, correspond à un déplacement d’un véhicule sur une distance d’un kilomètre. Pour le détérminer, il suffit juste de connaître la distance parcourue par le véhicule",
EXPLAIN_A113,. ,. ,
EXPLAIN_A205,. ,. ,
EXPLAIN_A208,. ,"Cette catégorie comptabilise toutes les émissions en amont, i.e. depuis l'extraction des matières premières jusqu'à la porte de l'usine (cradle-to-gate), des produits achetés ou acquis par l’entreprise durant l’année de bilan. Les émissions liées au transport et à la distribution de ces produits, du fournisseur direct à l'entreprise, sont comptabilisées dans les catégories Transport et Distribution amont ci-dessous.",
EXPLAIN_A128,. ,. ,
EXPLAIN_A130,. ,. ,
EXPLAIN_A163,. ,Cette catégorie comptabilise les émissions générées par la consommation de combustibles et d'électricité nécessaire pour l'acheminement (hors transport véhicule) des biens achetés dans des équipements/installations appartenant à des tiers. Il s'agira essentiellement du stockage dans les entrepôts. Les émissions liées aux fuites d'agents refrigérants relachés lors cet acheminement sont aussi comptabilisés ici.,
EXPLAIN_A173,. ,Cette catégorie comptabilise les émissions causées par le traitement des déchets/eaux usées dans des installations possédées ou exploitées par des tiers.,
EXPLAIN_A4999,. ,. ,
EXPLAIN_A180,. ,. ,
EXPLAIN_A229,. ,"Cette catégorie inclue toutes les émissions en amont i.e. depuis l'extraction des ressources jusqu'à la porte de l'usine (cradle-to-gate), des biens d'équipement achetés ou acquis par l’entreprise durant l’année de bilan. Ces émissions ne sont pas amortie",
EXPLAIN_A309,. ,Cette catégorie comptabilise les émissions issues de l’utilisation des biens loués par l’entreprise à d’autres entités. Il s'agit des émissions liées à la consommation d'énergie et à la fuite d'agents refrigérant.,
EXPLAIN_A320,. ,Cette catégorie inclue les émissions résultant des opérations des franchisés non comptabilisées dans les émissions directes de l'entreprise.  Il s'agit des émissions liées à la consommation d'énergie et à la fuite d'agents refrigérant.,
EXPLAIN_A332,. ,"Cette catégorie concerne les investisseurs (i.e., les entreprises qui réalisent un investissement dans l'objectif d'en tirer profit) et les entreprises qui fournissent des services financiers. La méthode de calcul proposée ci-dessous ne couvre qu'un seul type d'investissement à savoir le financement des projets. Elle consiste à évaluer les émissions directes (scope1) et indirectes (scope2) liées au projet financé.",
EXPLAIN_A243,. ,. ,
EXPLAIN_AC1,. ,. ,
EXPLAIN_AC9,. ,"Dans un premier temps, la collecte des données se structurera selon les différents bâtiments ou groupes de bâtiments gérés par la commune. Vous pouvez ainsi introduire chacun de vos bâtiments séparément ou créer un groupe ""ad hoc"" répondant de manière plus précise à votre réalité de travail (ex. Ecole + CPAS + Bibliothèque)",
EXPLAIN_AC52,. ,. ,
EXPLAIN_AC60,. ,Cette catégorie comptabilise les émissions générées par la consommation de carburants de transport dans le cadre de la mobilité du personnel communal et de ses visiteurs,
EXPLAIN_AC114,. ,"Cette catégorie comptabilise toutes les émissions en amont, i.e. depuis l'extraction des matières premières jusqu'à la porte de l'usine (cradle-to-gate), des produits achetés ou acquis par la commune durant l’année de bilan.",
EXPLAIN_AC130,. ,"Cette catégorie inclue toutes les émissions en amont i.e. depuis l'extraction des ressources jusqu'à la porte de l'usine (berceau à la porte), des biens d'équipement achetés ou acquis par la commune durant l’année de bilan. Ces émissions ne sont pas amorties sur la durée d'utilisation du bien d'équipement mais sont comptabilisées en une fois durant l'année d'acquisition et ce conformément à la norme du GHG protocol de comptabilisation des émissions. Les biens d'équipement sont des produits finis qui ont une durée de vie étendue et sont utilisés par l’organisation pour fabriquer des biens, fournir des services, vendre, stocker et livrer une marchandise.",
EXPLAIN_AC137,. ,"Cette catégorie concerne les organismes investisseurs, privés ou publics, qui réalisent un investissement dans l'objectif d'en tirer profit. La commune peut prendre part aux investissements dans des projets via les intercommunales de financement par exemple.  La méthode de calcul proposée ci-dessous ne couvre qu'un seul type d'investissement à savoir le financement des projets. Elle consiste à évaluer les émissions directes (scope1) et indirectes (scope2) liées au projet financé.",
VERIFICATION_SUBMIT_ACCEPT,. ,Accepter la vérification,
VERIFICATION_SUBMIT_REJECT,. ,Rejeter la vérification,
VERIFICATION_STATUS_WAIT_VERIFICATION_CONFIRMATION_SUCCESS,. ,En attente de la l'acceptation de la vérification,
VERIFICATION_STATUS_WAIT_VERIFICATION_CONFIRMATION_REJECT,. ,En attente de la l'acceptation de la vérification,
VERIFICATION_STATUS_WAIT_CUSTOMER_VERIFIED_CONFIRMATION,. ,En attente de l'acceptation du client,
REGISTRATION_AGREEMENT_VALIDATION,. ,J'ai lu et approuvé les mentions légales,
REGISTRATION_AGREEMENT_CONSULTATION,. ,Mentions légales,
REDUCTION_ACTION_ADVICES_MANAGEMENT,. ,Gestion des Conseils,NL_Gestion des Conseils
REDUCTION_ACTION_ADVICE_TABLE_DETAILS,. ,Détails,NL_Détails
REDUCTION_ACTION_ADVICE_TABLE_CALCULATOR,. ,Calculateur,NL_Calculateur
REDUCTION_ACTION_ADVICE_TABLE_TITLE,. ,Titre,NL_Titre
REDUCTION_ACTION_ADVICE_TABLE_TYPE,. ,Type,NL_Type
REDUCTION_ACTION_ADVICE_CALCULATOR_FIELD_TITLE,. ,Calculateur,NL_Calculateur
REDUCTION_ACTION_ADVICE_WEBSITE_FIELD_TITLE,. ,Site Web,NL_Site Web
REDUCTION_ACTION_ADVICE_PHYSICAL_MEASURE_FIELD_TITLE,. ,Description,NL_Description
REDUCTION_ACTION_ADVICE_BASE_INDICATORS_FIELD_TITLE,. ,Objectifs de réduction,NL_Reduction Objectives
REDUCTION_ACTION_ADVICE_FINANCIAL_BENEFIT_FIELD_TITLE,. ,Bénéfice financier,NL_Bénéfice financier
REDUCTION_ACTION_ADVICE_INVESTMENT_FIELD_TITLE,. ,Investissement,NL_Investissement
REDUCTION_ACTION_ADVICE_EXPECTED_PAYBACK_TIME_FIELD_TITLE,. ,Temps de retour escompté,NL_Temps de retour escompté
REDUCTION_ACTION_ADVICE_RESPONSIBLE_PERSON_FIELD_TITLE,. ,Personne responsable,NL_Personne responsable
REDUCTION_ACTION_ADVICE_COMMENT_FIELD_TITLE,. ,Notes,NL_Notes
REDUCTION_ACTION_ADVICE_ATTACHMENTS_FIELD_TITLE,. ,Documents attachés,NL_Documents attachés
REDUCTION_ACTION_ADVICE_BUTTON_EDIT,. ,Éditer,NL_Éditer
REDUCTION_ACTION_ADVICE_BUTTON_DELETE,. ,Supprimer,NL_Supprimer
REDUCTION_ACTION_ADVICE_BUTTON_CREATE,. ,Ajouter un conseil,NL_Ajouter un conseil
REDUCTION_ACTION_ADVICE_BUTTON_EXPORT_TO_XLS,. ,Exporter au format XLS,NL_Exporter au format XLS
REDUCING_ACTION_ADVICE_DELETE_CONFIRMATION_TITLE,. ,Confirmation,NL_Confirmation
REDUCING_ACTION_ADVICE_DELETE_CONFIRMATION_MESSAGE,. ,Confirmez-vous la suppression de ce conseil ?,NL_Confirmez-vous la suppression de ce conseil ?
REDUCING_ACTION_ADVICES_MENU,Advices,Conseils,NL_Conseils
VALID_REQUEST_DESC,EN_VALID_REQUEST_DESC,"Le vérificateur a terminé son travail et conclut votre dossier avec succès. Le lien ci-dessous vous permet de télécharger son rapport final. Si vous l'acceptez, la vérification sera terminée. Si vous le refusez, le vérificateur devra le re-travailler. ",
SIMPLE_USER,Simple Verifier,Vérificateur de base,
REDUCTION_ACTION_ADVICE_TABLE_COMPUTED_GHG_BENEFIT,GHG Potential Benefit,Potentiel CO<sub>2</sub>,NL_GHG Potential Benefit
REDUCTION_ACTION_ADVICE_BUTTON_CREATE_ACTION_FROM_ADVICE,create action,en faire une action,NL_create action
REDUCTION_ACTION_ADVICES_TITLE,Advices,Conseils,NL_Advices
REDUCTION_ACTION_ADVICE_MORE_INFO,More info,Plus d'infos sur,NL_More info
REDUCTION_ACTION_ADVICE_NO_REDUCTION_OBJECTIVES_ERROR,Please define at least one reduction objective.,Veuillez définir au moins un objectif de réduction.,NL_Please define at least one reduction objective.
REDUCING_ACTION_ALREADY_EXISTING_ERROR,"EN_Impossible de créer une action de réduction à partir de ce conseil: une action portant le même nom, et s'appliquant au même périmètre (l'organisation), existe déjà","Impossible de créer une action de réduction à partir de ce conseil: une action portant le même nom, et s'appliquant au même périmètre (l'organisation), existe déjà","NL_Impossible de créer une action de réduction à partir de ce conseil: une action portant le même nom, et s'appliquant au même périmètre (l'organisation), existe déjà"
BETTER_MEASURE_ADVICE_TITLE,EN_BETTER_MEASURE_ADVICE_TITLE,Utiliser une meilleure méthode pour fournir les données relatives à la partie « {0} ».,
ALT_E_1_FROID,x,Systèmes de refroidissement,
ALT_E_6_EAU_INTERNE,x,Eaux usées industrielles traitées par l'entreprise,
ALT_E_10_ROUTE_PROPRE,x,Transport routier: Véhicules de société ou détenus par l'entreprise,
ALT_E_11_ROUTE_DDT_PROPRE,x,Transport routier: Autres véhicules pour déplacements domicile-travail des employés,
ALT_E_12_DPRO_NPOS_PROPRE,x,"Transport routier: Autres véhicules pour déplacements divers (véhicules loués, visiteurs, consultants, sous-traitants…)",
ALT_E_4_AVION,x,Transport en avion (déplacements professionnels ou des visiteurs),
ALT_E_5_AMONT,x,Transport amont effectué par des transporteurs,
ALT_E_6_EAU_TIERS,x,Eaux usées industrielles traitées par des tiers,
ALT_E_7_AVAL,x,Transport aval,
ALT_C_1_ROUTE_PROPRE,x,Transport routier: Véhicules communaux ou détenus par la commune,
ALT_C_2_ROUTE_DDT_NPOS,x,Transport routier: Autres véhicules pour déplacements domicile-travail des employés,
ALT_C_3_ROUTE_DPRO_NPOS,x,"Transport routier: Autres véhicules pour déplacements divers (véhicules loués, visiteurs, sous-traitants…)",
BETTER_MEASURE_ADVICE_DESC,EN_BETTER_MEASURE_ADVICE_DESC,"<p>Pour cette partie, plusieurs méthodes vous sont proposées en alternatives les unes des autres.</p><p><strong>Il se fait que vous n'utilisez pas celle qui est la meilleure d'un point de vue qualité.</strong></p><p>Nous vous invitons donc à essayer pour l'année prochaine d'utiliser une meilleure méthode.</p>",
